0	1	100	100	Read	10
0	1	100	100	Read	10
0	1	100	128	Read	10
0	1	100	128	Read	10
0	1	100	128	Read	10
0	1	100	128	Read	10
0	1	100	128	Read	10
0	1	100	128	Read	10
0	1	100	100	Read	10
0	1	100	100	Write	10
0	1	100	100	Read	10
0	1	100	100	Read	10
0	1	100	100	Read	10
0	1	100	100	Write	10
0	1	100	100	Write	10
0	1	100	100	Write	10
0	1	100	128	Read	20
0	1	100	128	Read	20
0	1	100	128	Read	20
0	1	100	128	Read	10
0	1	100	128	Write	10
0	1	100	128	Read	50
0	1	100	128	Read	20
0	1	100	128	Write	10
0	1	100	128	Write	10
0	1	100	128	Read	10
0	1	100	128	Read	10

